id,date,country,rating,rating_count,plot
1855,1977,Egypt,2.25,10,"Love combines Karima and Mohsen, but son Tariq stands a barrier between them because he wants his mother to be his alone and not to anyone else. Karima agrees with Mohsen to marry, the mother tries to get her son out of this situation by pushing him to marry Madiha He fails to fulfill his duties as a husband. His mother tries to help her son by taking the advice of a doctor to push her son to establish a relationship with a prostitute girl to motivate him to carry out his marital duties."
1856,1953,Egypt,2.3,11,"After the death of the girl's father (Habayeb), she discovers that he left a great fortune and hid it in his house in the desert, and he has prepared a map for the location of the treasure, so Habayeb tries to search for wealth with her assistant (Ahmed), but her uncle (Chedid) is chasing her in anticipation of wealth, so a surprise change Course of events."
1857,1974,Egypt,2.1,8,"Hassan Patriza, a dancer, is a fan of one of the Polish groups visiting Egypt and falls in love with him. Promising to get him a scholarship in Warsaw, Hassan objects to his father's desire to marry his cousin, Nahid, who loves her neighbor Mahmoud."
1858,2017,Egypt,2.75,85,"The film is set in a comic framework that deals with the story of two brothers trying to search for a job opportunity, and during their search journey they face many comedic situations when they work in professions that they do not know anything about."
1859,1975,Egypt,2.45,16,"Magdy is from an average family, his father dreams of becoming a doctor, and Magdy actually enters the medical school and gets to know Souad Hanim, his wife, Dr. Ahmed Fikri, a professor at the university, gets close to him, falls in love with him and loves her too, then dies in an accident and gets to know his colleague Samira, who helps him in studying and draws closer to her and loves her and then leaves him Because of her circumstances and she marries one of the college doctors."
1860,2007,Egypt,2.8,351,"In one of the residential slums, Nahid escapes from the harassment of her stepfather, to become a victim of ugly rape, and then turns into a dancer, while her child lives in the street among the landfills."
1861,1971,Egypt,2.5,19,"Four female friends each suffer from a problem, one of them suffers from theft disease, the other suffers from the complex of aspiration and love of fame, and two suffer from emotional deprivation: the first is a fashion designer and the second is a model, and at the same time they feel hatred towards men, and girls fall into the grip of three young men who are the other in A hate state with oneself."
1862,1996,Egypt,2.35,13,"Sayed Al-Hawa decides to repent of stealing the safes, but Officer Hammam does not leave him alone and persecutes him until he is about to take revenge on him, but he decides to travel abroad and return again with a new identity."
1863,1957,Egypt,2.35,13,"The events of the film revolve around a group of unemployed girls, who are looking for any opportunity, and then they apply to the Public Transport Authority to work as marshals, but what these girls ask for is not easy in a world dominated by men, but their request is approved; They find themselves on a journey of agony with unaccustomed passengers to the idea, and at the same time a love story arises between the tacklers and their co-workers."
1864,1974,Egypt,2.2,10,"Farid is a student at the College of Veterinary Medicine, who has a love story with Samira, his cousin, and there are three girls trying to obtain a marriage contract to secure a job outside Egypt, and they only find Farid. Farid marries the four, among them the owner of the nightclub, under the insistence of his financial circumstances."
1865,2012,Egypt,1.75,6,"The events revolve around the girl Houria (Sama Al-Masry), whose aunt's husband (Fayek Azab) tries to assault her, so she is forced to flee the house, and resort to her friend who helps her to enroll in a newspaper, and works as a journalist under the supervision of journalist Akram Shaker (Reda Idris), who tries to force her to Practicing vice with the help of the editor-in-chief (Marwan), she refuses, but (Akram) tells her that her signature on the work contract in the fake newspaper is nothing but the signature of a common-law marriage contract from him, so she finds herself forced to work as a dancer in a nightclub, and with the succession of events she discovers (a nymph) a gang"
1866,1979,Egypt,2.1,9,"Hussein is located in the way of the widow Samia, it becomes clear that he resembles her husband Hosni to the greatest extent, and she is attached to him, as for Hussein, in her he finds youth and wealth, and they get married, and he gets to know Kawthar, who is following him everywhere, as she is the only friend of them, while the gang watches the place Hussein was kidnapped, thinking that he was Hosni, their elder leader, while Kawthar realized that, which was in a special relationship with Hosni."
1867,2014,Egypt,2.65,40,"From the heart of Dahab Island, whose residents have nothing but poverty, a drug dealer with power and money grows up, after poverty was his companion. The film tells the story of two intertwined and intertwined characters: Ahlam (Dora) and Nadia (Mai Selim)."
